L,output,flag,username,timestamp
72,,,,2022-09-12 01:02:58.508392
1.5,75.5,0.2,0.2,12,0.2,0.2,83.51954545454545,1.0227272727272725,14.37590909090909,,,2022-09-12 14:31:24.386809
